date,temperature,humidity,luminosity
2023-12-07 15:43:24.226,21.4,35.5,104
2023-12-07 15:43:23.227,21.4,35.5,104
2023-12-07 15:43:22.219,21.4,35.6,104
2023-12-07 15:43:21.216,21.4,35.6,104
2023-12-07 15:43:20.208,21.4,35.7,104
2023-12-07 15:43:19.208,21.4,35.7,104
2023-12-07 15:43:18.200,21.4,35.7,104
2023-12-07 15:43:17.196,21.4,35.7,104
2023-12-07 15:43:16.188,21.4,35.7,104
2023-12-07 15:43:15.189,21.4,35.7,103
2023-12-07 15:43:14.181,21.5,35.9,102
2023-12-07 15:43:13.178,21.5,35.9,104
2023-12-07 15:43:12.170,21.4,36.0,104
2023-12-07 15:43:11.170,21.4,36.0,103
2023-12-07 15:43:10.162,21.4,36.1,103
2023-12-07 15:43:09.159,21.4,36.1,104
2023-12-07 15:43:08.151,21.4,36.2,104
2023-12-07 15:43:07.151,21.4,36.2,104
2023-12-07 15:43:06.144,21.4,36.3,104
2023-12-07 15:43:05.140,21.4,36.3,104
2023-12-07 15:43:04.132,21.5,36.5,104
2023-12-07 15:43:03.133,21.5,36.5,104
2023-12-07 15:43:02.125,21.4,35.9,104
2023-12-07 15:43:01.122,21.4,35.9,103
2023-12-07 15:43:00.114,21.4,35.0,103
2023-12-07 15:42:59.114,21.4,35.0,101
2023-12-07 15:42:58.107,21.5,35.2,103
2023-12-07 15:42:57.103,21.5,35.2,103
2023-12-07 15:42:56.095,21.4,35.1,102
2023-12-07 15:42:55.096,21.4,35.1,102
2023-12-07 15:42:54.088,21.5,35.2,103
2023-12-07 15:42:53.085,21.5,35.2,104
2023-12-07 15:42:52.076,21.4,35.1,104
2023-12-07 15:42:51.077,21.4,35.1,104
2023-12-07 15:42:50.069,21.4,35.1,104
2023-12-07 15:42:49.066,21.4,35.1,104
2023-12-07 15:42:48.058,21.4,34.9,103
2023-12-07 15:42:47.058,21.4,34.9,103
2023-12-07 15:42:46.050,21.4,34.8,103
2023-12-07 15:42:45.047,21.4,34.8,103
2023-12-07 15:42:44.039,21.4,34.9,103
